Loan_id,Customer_id,Current Loan Amount,Term,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt
LN-1000504,R30H2IUZWB,429858.0,Short Term,2105238.0,10+ years,Home Mortgage,Debt Consolidation,38771.4
LN-1000505,0ZPGWEE2UP,99999999.0,Long Term,2527323.0,4 years,Home Mortgage,Debt Consolidation,39805.38
LN-1000506,3GDRJ6VV5Z,619256.0,Long Term,1898860.0,10+ years,Rent,Debt Consolidation,21678.81
LN-1000507,B66QAO2KEW,654060.0,Short Term,1412175.0,2 years,Rent,Home Improvements,17652.14
LN-1000508,2GLF6RBO99,174702.0,Short Term,810958.0,5 years,Own Home,wedding,11920.98
LN-1000509,EE5XMFZBEV,180092.0,Short Term,699865.0,10+ years,Rent,Debt Consolidation,9856.44
LN-1000510,2PEEODDR4W,267476.0,Short Term,1925080.0,6 years,Rent,Debt Consolidation,14534.43
LN-1000511,OU9F6PZ9S8,219318.0,Long Term,1231181.0,6 years,Home Mortgage,Debt Consolidation,8905.49
LN-1000512,K2C1AMJB32,331980.0,Long Term,2064312.0,10+ years,Home Mortgage,Debt Consolidation,34749.29
LN-1000513,8Q7Z3SAAV6,352132.0,Short Term,,4 years,Rent,Debt Consolidation,3285.1
LN-1000514,G07VK6WM5C,108702.0,Short Term,1839846.0,< 1 year,Rent,Other,9459.72
LN-1000515,DEQ657KS7D,130196.0,Short Term,712177.0,6 years,Rent,Debt Consolidation,8012.11
LN-1000516,HADEDX2DAZ,131890.0,Short Term,,10+ years,Rent,Debt Consolidation,6910.11
LN-1000517,V1IEGSC21J,610280.0,Long Term,2691730.0,10+ years,Home Mortgage,Debt Consolidation,28038.87
LN-1000518,JI1UGOGD9N,99999999.0,Short Term,919296.0,,Rent,Debt Consolidation,5385.55
LN-1000519,8PTGGXMKKM,328196.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,19289.18
LN-1000520,KK3MDMBVGN,349294.0,Short Term,1771009.0,8 years,Home Mortgage,Home Improvements,16234.36
LN-1000521,RGFG6JPLWO,,,,,,,
LN-1000522,KIWMDUSC25,150744.0,Short Term,1115946.0,3 years,Rent,Debt Consolidation,17297.22
LN-1000523,N0PW7FNWBG,155760.0,Short Term,807101.0,10+ years,Own Home,Debt Consolidation,16680.1
LN-1000524,15Z41IWHZO,108130.0,Short Term,644366.0,1 year,Rent,Debt Consolidation,3978.98
LN-1000525,RVIKX9YIP5,,,,,,,
LN-1000526,3Q9G62NZ1P,435732.0,Short Term,1787501.0,4 years,Rent,Debt Consolidation,23982.18
LN-1000527,T5A0IOQ2IA,99999999.0,Long Term,1178589.0,4 years,Home Mortgage,Business Loan,9045.71
LN-1000528,VJKA8DXF92,660660.0,Long Term,4184180.0,5 years,Home Mortgage,Debt Consolidation,26674.1
LN-1000529,L64JDV2CJ1,105270.0,Short Term,1231181.0,10+ years,Home Mortgage,Debt Consolidation,20109.22
LN-1000530,AAEOPI0CJ4,,,,,,,
LN-1000531,1M1JKOEHO9,220682.0,S,2858835.0,6 years,Rent,other,22799.24
LN-1000532,D25FFX3RFB,,,,,,,
LN-1000533,Q7TE42QLYV,777326.0,Short Term,2301660.0,10+ years,Home Mortgage,Debt Consolidation,30305.19
LN-1000534,SE2T5WPOEN,233552.0,Short Term,,3 years,Rent,Debt Consolidation,17047.94
LN-1000535,YO5D4RK1ON,360712.0,Long Term,866571.0,2 years,Own Home,Debt Consolidation,24191.75
LN-1000536,EZQCI4VAY8,221364.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,16007.88
LN-1000537,AHVRBMHBNB,65978.0,Long Term,,5 years,Rent,other,4690.72
LN-1000538,J3GU0Z3SZL,312884.0,Short Term,753236.0,< 1 year,Home Mortgage,Debt Consolidation,16257.35
LN-1000539,XTC9FLZO5R,601392.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,8260.82
LN-1000540,9PIZAH6ZLP,554400.0,Short Term,2298240.0,2 years,Rent,other,6243.59
LN-1000541,GSR2H5849R,112662.0,Short Term,525407.0,1 year,Home Mortgage,Debt Consolidation,7662.32
LN-1000542,A9V7MDXUO5,105974.0,Short Term,269781.0,1 year,Rent,Debt Consolidation,5373.01
LN-1000543,G5TSXSYIS3,25960.0,Short Term,654094.0,< 1 year,Rent,other,2469.24
LN-1000544,CP0SDONOIS,244772.0,Short Term,660611.0,10+ years,Rent,Debt Consolidation,18717.28
LN-1000545,M7T1VD0YET,405702.0,Long Term,1070612.0,9 years,Home Mortgage,Debt Consolidation,20430.51
LN-1000546,C6L7XDPUH7,99999999.0,Short Term,787151.0,9 years,Rent,Business Loan,8724.23
LN-1000547,SDBM2HCX5R,436040.0,L,1127859.0,5 years,Home Mortgage,Debt Consolidation,19267.52
LN-1000548,473APC1Q71,211156.0,Long Term,1177848.0,5 years,Home Mortgage,Home Improvements,14173.24
LN-1000549,JH08P7WCBY,279246.0,Short Term,981673.0,< 1 year,Rent,Debt Consolidation,2887.81
LN-1000550,4DHHCH3LYF,222464.0,Short Term,1133559.0,8 years,Home Mortgage,Home Improvements,3117.33
LN-1000551,AW1WCBYPQ4,267740.0,Short Term,,7 years,Rent,Debt Consolidation,3948.58
LN-1000552,Q14Y4BJJGQ,194128.0,Short Term,1024328.0,6 years,Home Mortgage,other,8117.75
LN-1000553,QCOU1OHCAE,154682.0,Short Term,534337.0,2 years,Rent,Debt Consolidation,4065.43
LN-1000554,DKO7JCKLP5,393426.0,Long Term,943825.0,10+ years,Own Home,Debt Consolidation,24618.11
LN-1000555,X2KLTV45I2,65318.0,Short Term,470060.0,3 years,Rent,Debt Consolidation,1786.19
LN-1000556,CLTRIGACOI,758912.0,Long Term,3651648.0,5 years,Home Mortgage,Debt Consolidation,23522.76
LN-1000557,G7QCB29A3N,783860.0,Short Term,2127620.0,< 1 year,Home Mortgage,Debt Consolidation,33155.57
LN-1000558,CLCTWB3DWG,65890.0,Short Term,1062195.0,10+ years,Home Mortgage,Home Improvements,12126.56
LN-1000559,9GRI824SFW,222904.0,Short Term,770032.0,4 years,Rent,Other,7892.79
LN-1000560,1E0N3IHY7Q,171534.0,Short Term,448666.0,6 years,Rent,Debt Consolidation,12599.85
LN-1000561,WS2Z7A60WJ,247082.0,Short Term,742368.0,,Own Home,Debt Consolidation,18126.19
LN-1000562,MMVOG9V7RE,65318.0,Short Term,902519.0,10+ years,Rent,Debt Consolidation,18952.88
LN-1000563,06D48OPWLT,229614.0,Short Term,,3 years,Rent,Debt Consolidation,16377.62
LN-1000564,E5917XUBUC,67650.0,Short Term,1402200.0,2 years,Home Mortgage,Debt Consolidation,4428.71
LN-1000565,WCNY1LHMJD,,,,,,,
LN-1000566,R5U06O0EDG,99999999.0,Short Term,1101848.0,10+ years,Home Mortgage,Debt Consolidation,6684.58
LN-1000567,TBLLSUHIOQ,151580.0,Short Term,785479.0,2 years,Rent,Debt Consolidation,13942.2
LN-1000568,3L4TR2B6D9,99999999.0,Short Term,961077.0,8 years,Rent,Debt Consolidation,22825.46
LN-1000569,GMYV2QLIVF,233926.0,Short Term,962065.0,4 years,Own Home,Debt Consolidation,7584.42
LN-1000570,K7QSXCZG22,223322.0,Short Term,617177.0,,Rent,Debt Consolidation,12755.08
LN-1000571,WDWS80V7IT,222200.0,Long Term,1074640.0,10+ years,Home Mortgage,Debt Consolidation,20955.48
LN-1000572,XMYED9UDEW,404008.0,Long Term,,6 years,Home Mortgage,Debt Consolidation,42159.86
LN-1000573,3K4C4MCB3I,99999999.0,Short Term,2288664.0,< 1 year,Home Mortgage,other,1239.75
LN-1000574,2NRR5CHZEF,517220.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,4138.01
LN-1000575,QAVMKGN5TG,48972.0,Short Term,394725.0,3 years,Rent,Debt Consolidation,3651.23
LN-1000576,YA97HOY8AA,108262.0,Short Term,710524.0,5 years,Rent,Take a Trip,3700.63
LN-1000577,IT88WXICSA,99999999.0,Short Term,2796420.0,10+ years,Home Mortgage,Debt Consolidation,24701.71
LN-1000578,5J8V94MDYG,262416.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,26220.0
LN-1000579,41E03QRKM2,88396.0,Short Term,,4 years,Own Home,Debt Consolidation,5803.17
LN-1000580,0L1VKAJNG2,221122.0,Short Term,2005184.0,1 year,Rent,Other,4628.78
LN-1000581,IUUOTXR9HI,322388.0,Short Term,1911799.0,3 years,Rent,Debt Consolidation,15390.0
LN-1000582,PDMK003WRM,,,,,,,
LN-1000583,LDUPW9H4O3,150942.0,Short Term,,4 years,Home Mortgage,Debt Consolidation,5122.02
LN-1000584,14TR9GE75W,780098.0,Long Term,3849780.0,1 year,Home Mortgage,Other,25921.89
LN-1000585,GAZP5N7HC7,260524.0,Short Term,787474.0,< 1 year,Rent,Debt Consolidation,5886.39
LN-1000586,GEUPN66FGG,426404.0,Long Term,,9 years,Home Mortgage,Debt Consolidation,25147.45
LN-1000587,8K4RRM06EG,354068.0,Long Term,955605.0,,Own Home,Other,6745.0
LN-1000588,JK1MFILWVS,162272.0,Short Term,650522.0,2 years,Own Home,other,19624.15
LN-1000589,UG1TH0JVNT,87582.0,Short Term,926630.0,10+ years,Rent,Debt Consolidation,19227.43
LN-1000590,31X06DORJN,126192.0,Short Term,2653616.0,2 years,Home Mortgage,Debt Consolidation,4643.79
LN-1000591,2PZD0WGKKC,54692.0,Short Term,753939.0,5 years,Rent,Buy a Car,7979.24
LN-1000592,842IOPF78L,533874.0,Long Term,,3 years,Home Mortgage,Debt Consolidation,40950.89
LN-1000593,VIIH70ELT1,404756.0,Short Term,3107184.0,3 years,Home Mortgage,Debt Consolidation,52045.37
LN-1000594,RYHQHPE0VT,67562.0,Short Term,855722.0,10+ years,Rent,Debt Consolidation,11573.66
LN-1000595,ULJO672GMD,154660.0,Short Term,,2 years,Rent,major_purchase,23756.65
LN-1000596,WQCOJ6AVIZ,156486.0,Short Term,772312.0,10+ years,Rent,Debt Consolidation,21174.36
LN-1000597,Q3ITTR2BDF,109604.0,Short Term,1299049.0,4 years,Rent,other,12665.59
LN-1000598,K9I9A2O968,200354.0,Short Term,,10+ years,Home Mortgage,Home Improvements,12304.78
LN-1000599,C5BHQ1DFI5,99999999.0,Short Term,1735479.0,10+ years,Home Mortgage,other,20825.71
LN-1000600,64CYIFXQQ6,111914.0,Short Term,947131.0,5 years,Rent,Other,576.27
LN-1000601,DUWAE3F99P,379082.0,Long Term,,10+ years,Home Mortgage,Home Improvements,15214.63
LN-1000602,X4AYY48FOQ,430056.0,Long Term,2050461.0,10+ years,Home Mortgage,Debt Consolidation,32636.49
LN-1000603,Y4WYPFO0P4,26312.0,Short Term,795283.0,10+ years,Rent,Debt Consolidation,12393.13
LN-1000604,9IOKXL3T8V,758450.0,Long Term,1684350.0,1 year,Rent,Debt Consolidation,29335.81
LN-1000605,M0M5IFTBKF,112552.0,Short Term,,10+ years,Rent,Debt Consolidation,11857.71
LN-1000606,NLWPNQG0P1,271436.0,Short Term,,10+ years,Own Home,Debt Consolidation,31403.2
LN-1000607,FY6R339FU8,646008.0,Short Term,,3 years,Home Mortgage,Debt Consolidation,26663.65
LN-1000608,Q6G7T0U51G,260304.0,Short Term,1498720.0,8 years,Rent,Debt Consolidation,18234.3
LN-1000609,UFOD423L56,112090.0,Short Term,371735.0,< 1 year,Rent,Debt Consolidation,3330.13
LN-1000610,LT9N63QPID,224158.0,Short Term,1161546.0,10+ years,Home Mortgage,Debt Consolidation,6252.9
LN-1000611,AYP8SMHI36,423280.0,Short Term,2760795.0,10+ years,Rent,Debt Consolidation,30828.83
LN-1000612,X03KD6UYOP,217778.0,Short Term,1072056.0,2 years,Rent,Debt Consolidation,14651.47
LN-1000613,BFAF2NRP5S,174944.0,Short Term,1582852.0,7 years,Rent,Debt Consolidation,32316.53
LN-1000614,ADRG6QFWJ1,266684.0,Short Term,997994.0,8 years,Rent,Debt Consolidation,14221.5
LN-1000615,5TEKXA53O6,320694.0,Short Term,769880.0,9 years,Own Home,Debt Consolidation,15269.54
LN-1000616,JOWSMXSW8H,396836.0,Short Term,,< 1 year,Rent,Debt Consolidation,11035.2
LN-1000617,T8AN803V0B,150502.0,Short Term,1741597.0,10+ years,Home Mortgage,Home Improvements,16690.36
LN-1000618,V6CBI0FCFW,678062.0,Long Term,,< 1 year,Home Mortgage,Debt Consolidation,28484.99
LN-1000619,1YHY4XY1UG,99999999.0,Short Term,1116250.0,6 years,Rent,Debt Consolidation,6241.69
LN-1000620,614L28K37I,246532.0,Short Term,1612264.0,3 years,Own Home,Home Improvements,19481.27
LN-1000621,EUMQ81MUYN,388872.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,33533.1
LN-1000622,WRHGYZ3JCM,99999999.0,Short Term,2358793.0,10+ years,Own Home,Other,5779.04
LN-1000623,POKX7MVPH4,174548.0,Short Term,659547.0,3 years,Rent,Debt Consolidation,7749.72
LN-1000624,IN62AZTGFC,204864.0,Short Term,738815.0,10+ years,Home Mortgage,Debt Consolidation,16254.12
LN-1000625,1M2541C3SH,326150.0,Short Term,1877770.0,10+ years,Rent,Debt Consolidation,17056.3
LN-1000626,BUIBIWLPEN,444664.0,Short Term,,5 years,Rent,Debt Consolidation,22817.86
LN-1000627,1QQBHVD193,332112.0,Short Term,1242904.0,1 year,Home Mortgage,Debt Consolidation,11600.45
LN-1000628,VA6HX22A4A,412764.0,Long Term,1541052.0,7 years,Home Mortgage,Debt Consolidation,14652.8
LN-1000629,F04K0Q99TC,352528.0,Short Term,989482.0,3 years,Rent,Debt Consolidation,12203.51
LN-1000630,SHRYFDDDSS,161304.0,Short Term,1300208.0,9 years,Rent,Debt Consolidation,6609.34
LN-1000631,KXE4DA0QN9,393162.0,Short Term,1047755.0,,Home Mortgage,other,22264.77
LN-1000632,VT558R3Z9A,490930.0,Short Term,847951.0,1 year,Home Mortgage,Debt Consolidation,20209.73
LN-1000633,0EXB5YTZMK,755766.0,Long Term,1864850.0,10+ years,Home Mortgage,Debt Consolidation,27195.65
LN-1000634,64NSFLBQ91,177914.0,Short Term,768284.0,5 years,Own Home,Debt Consolidation,4142.38
LN-1000635,BECSYU5FXC,67342.0,Short Term,1163142.0,3 years,Rent,Debt Consolidation,20355.08
LN-1000636,MDE0C4K91J,205678.0,Short Term,1187424.0,< 1 year,Home Mortgage,Debt Consolidation,14150.06
LN-1000637,YJDGXI1K9W,552486.0,Long Term,1526840.0,3 years,Home Mortgage,Debt Consolidation,36771.46
LN-1000638,9O5HIS4G8K,325446.0,Long Term,1386601.0,2 years,Own Home,Debt Consolidation,20879.86
LN-1000639,K67W3Z3AIB,224488.0,Short Term,1134167.0,2 years,Home Mortgage,Debt Consolidation,15500.39
LN-1000640,LX5PTYDZAJ,193754.0,Short Term,622649.0,,Own Home,Debt Consolidation,13335.15
LN-1000641,7LBVC9Q2HF,765314.0,Long Term,1888410.0,5 years,Home Mortgage,Home Improvements,10543.48
LN-1000642,BOYQUFE976,131120.0,Short Term,,2 years,Rent,Debt Consolidation,32201.58
LN-1000643,JW56H8ZF48,334796.0,Long Term,1060162.0,10+ years,Home Mortgage,Debt Consolidation,30214.37
LN-1000644,AW8KXJNGRE,44792.0,Short Term,1198976.0,10+ years,Home Mortgage,Home Improvements,14487.69
LN-1000645,8I2IH07SAN,131164.0,Short Term,,6 years,Rent,Debt Consolidation,17487.79
LN-1000646,KV9JGAB98H,66044.0,Short Term,418209.0,4 years,Rent,other,2641.76
LN-1000647,N6YGFFC9MY,172172.0,Short Term,634410.0,,Home Mortgage,Home Improvements,4662.79
LN-1000648,1CYQTVR0VT,68662.0,Short Term,1482456.0,,Home Mortgage,other,30266.81
LN-1000649,8C11OOEXY0,377058.0,Long Term,862011.0,5 years,Home Mortgage,Debt Consolidation,13073.9
LN-1000650,Q4VE4T86SX,150898.0,Short Term,665874.0,5 years,Rent,Debt Consolidation,3745.66
LN-1000651,6QIWS84MNH,140976.0,Short Term,1369786.0,10+ years,Own Home,Debt Consolidation,29107.81
LN-1000652,0K36NZ5C5N,32318.0,Short Term,840218.0,,Home Mortgage,other,7982.09
LN-1000653,MEA4BI3NHR,260128.0,Long Term,1310449.0,10+ years,Home Mortgage,Home Improvements,3691.13
LN-1000654,RQ72BL8ZFO,268246.0,Short Term,1405468.0,6 years,Rent,Debt Consolidation,12649.25
LN-1000655,EKYS1BTD53,174548.0,Short Term,,,Home Mortgage,Debt Consolidation,18067.86
LN-1000656,5AW9P2L0J9,335742.0,Long Term,1391807.0,10+ years,Home Mortgage,Debt Consolidation,28299.93
LN-1000657,OLZ952M3PH,357918.0,Short Term,811414.0,10+ years,Home Mortgage,Debt Consolidation,11968.29
LN-1000658,7IVOFVU8G1,133892.0,Short Term,761311.0,< 1 year,Home Mortgage,Debt Consolidation,8120.6
LN-1000659,Y0ESE7QP0Z,,,,,,,
LN-1000660,6R5Q9IM9PM,162338.0,Short Term,,2 years,Rent,Debt Consolidation,3057.48
LN-1000661,XARSEJD3F4,188628.0,Short Term,814511.0,5 years,Rent,Debt Consolidation,6536.57
LN-1000662,EWXLTDO14A,99999999.0,Short Term,2626750.0,6 years,Own Home,Debt Consolidation,22327.47
LN-1000663,IJG08C4GKO,123574.0,Short Term,,2 years,Rent,Debt Consolidation,33365.52
LN-1000664,NVRS2LZB29,558734.0,Long Term,1276439.0,10+ years,Home Mortgage,Debt Consolidation,25741.58
LN-1000665,TCWBIH6V1S,447920.0,Short Term,1895516.0,< 1 year,Home Mortgage,Debt Consolidation,24325.89
LN-1000666,KQD5CG4RO2,313918.0,Short Term,,,Rent,Debt Consolidation,23193.3
LN-1000667,L9IY6VCZSJ,448888.0,Long Term,973864.0,10+ years,Home Mortgage,Debt Consolidation,22155.52
LN-1000668,KEA4URLADD,721644.0,Long Term,1888600.0,10+ years,Home Mortgage,Debt Consolidation,26755.23
LN-1000669,PF5WHLPD6J,175164.0,Short Term,850991.0,2 years,Home Mortgage,Debt Consolidation,9928.07
LN-1000670,TK7ZD2EJ6N,196130.0,Short Term,1223277.0,10+ years,Home Mortgage,Debt Consolidation,18247.03
LN-1000671,ZA85FAO4OU,111034.0,Short Term,460237.0,< 1 year,Rent,Debt Consolidation,8552.85
LN-1000672,QJAAUE3HNG,258324.0,Short Term,658141.0,1 year,Rent,Debt Consolidation,13162.82
LN-1000673,X8BTGIUXRT,415426.0,Long Term,800470.0,8 years,Home Mortgage,Debt Consolidation,13274.54
LN-1000674,P2VZNNUU8T,143550.0,Short Term,664867.0,10+ years,Rent,Debt Consolidation,8920.31
LN-1000675,6HKL4MCHD6,465190.0,Long Term,2678354.0,2 years,Home Mortgage,Business Loan,45085.67
LN-1000676,OKKS9QMPVE,106942.0,Short Term,503956.0,2 years,Own Home,other,9407.09
LN-1000677,QNIFHBVXGN,132044.0,Short Term,,10+ years,Rent,other,17463.28
LN-1000678,P4DNLPNFZU,434104.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,28474.35
LN-1000679,UP7EI5SMZR,336204.0,Short Term,,5 years,Home Mortgage,Business Loan,6266.96
LN-1000680,SIECV9KZTV,350174.0,Long Term,1171882.0,2 years,Home Mortgage,Home Improvements,4277.28
LN-1000681,MDP7QZISWU,178200.0,Short Term,769500.0,3 years,Rent,small_business,8464.5
LN-1000682,FKQBRZQ76Z,264858.0,Short Term,522842.0,10+ years,Own Home,Home Improvements,6840.57
LN-1000683,93KTHU76TO,616132.0,S,2233450.0,,Home Mortgage,Debt Consolidation,19914.85
LN-1000684,UM6LRCW7Q8,314336.0,Short Term,942590.0,6 years,Home Mortgage,Debt Consolidation,19008.93
LN-1000685,IPSF8BRSWL,150744.0,Short Term,699523.0,10+ years,Rent,Debt Consolidation,15797.74
LN-1000686,UNQ78A365D,140866.0,Short Term,1197760.0,4 years,Rent,Debt Consolidation,15970.07
LN-1000687,IPQACGUJ9A,719774.0,Short Term,,4 years,Home Mortgage,Debt Consolidation,69252.34
LN-1000688,GZRSMFJPKE,268906.0,Short Term,909606.0,< 1 year,Rent,Debt Consolidation,16145.63
LN-1000689,PH7UIUR8K1,193468.0,Short Term,1120221.0,10+ years,Home Mortgage,Debt Consolidation,9073.83
LN-1000690,URWFMEF74X,106238.0,Short Term,2867100.0,1 year,Home Mortgage,Debt Consolidation,47785.0
LN-1000691,70SFFAM5YN,435864.0,Long Term,1580401.0,7 years,Home Mortgage,Debt Consolidation,21862.16
LN-1000692,2JKK981LQP,134222.0,Long Term,1255748.0,10+ years,Rent,Debt Consolidation,3128.92
LN-1000693,70Z1PV4VQW,261932.0,Short Term,,< 1 year,Rent,Debt Consolidation,5523.49
LN-1000694,Q4AERDZBUY,,,,,,,
LN-1000695,P9A8SHRE1Q,103642.0,Short Term,1715491.0,5 years,Home Mortgage,Debt Consolidation,9049.13
LN-1000696,8ZGOZJNZGV,443564.0,Long Term,2145233.0,9 years,Home Mortgage,Debt Consolidation,29139.35
LN-1000697,KENA7MG0T1,184580.0,Short Term,759088.0,< 1 year,Own Home,Debt Consolidation,16004.08
LN-1000698,DP19U7DDI0,128942.0,Short Term,842517.0,< 1 year,Rent,Debt Consolidation,10320.8
LN-1000699,NI253M4HN8,156662.0,Short Term,1005100.0,< 1 year,Rent,Buy House,15662.65
LN-1000700,JF4IS4TNFP,540672.0,Short Term,1945600.0,,Rent,Other,26589.93
LN-1000701,WMW1Q4LC41,173272.0,Short Term,1870550.0,9 years,Rent,Debt Consolidation,35540.45
LN-1000702,QH0F9N75S2,239712.0,Short Term,704596.0,< 1 year,Rent,Debt Consolidation,7433.56
LN-1000703,NA4578HCDF,754292.0,Long Term,1600674.0,10+ years,Rent,Other,22542.74
LN-1000704,HJUVD73OJ2,560340.0,Short Term,1161432.0,2 years,Home Mortgage,Debt Consolidation,26519.44
LN-1000705,SWDQ5KDDVC,261008.0,Short Term,1127118.0,7 years,Rent,Debt Consolidation,21509.14
LN-1000706,PHJXYWHH9A,218020.0,Short Term,546041.0,6 years,Rent,Business Loan,1223.98
LN-1000707,O7H5QR2SWG,197692.0,Short Term,948537.0,< 1 year,Rent,Debt Consolidation,11224.25
LN-1000708,NX4USL3LM8,,,,,,,
LN-1000709,5L9LYETC9B,450164.0,Long Term,1943890.0,2 years,Rent,Debt Consolidation,9039.06
LN-1000710,HPXX7VQQUX,605440.0,Long Term,1075438.0,9 years,Home Mortgage,Debt Consolidation,13980.77
LN-1000711,3XVCUIXSD1,240614.0,Short Term,,8 years,Own Home,Debt Consolidation,9510.07
LN-1000712,PQPU80XR6A,49478.0,Short Term,1263576.0,4 years,Rent,Debt Consolidation,18953.64
LN-1000713,TAB8WSP0NP,99999999.0,Short Term,747156.0,5 years,Home Mortgage,Debt Consolidation,12701.69
LN-1000714,172342CE5P,329428.0,Short Term,794200.0,< 1 year,Rent,Debt Consolidation,10920.25
LN-1000715,IV2C7FRKJZ,264352.0,Long Term,,2 years,Rent,Debt Consolidation,16171.09
LN-1000716,JBJX9FP0TR,260942.0,Short Term,,5 years,Home Mortgage,Debt Consolidation,11112.91
LN-1000717,9Q1XRQRKS1,527736.0,Short Term,,5 years,Home Mortgage,Home Improvements,23263.41
LN-1000718,QTFIM9NHQ2,780318.0,Short Term,7677501.0,6 years,Home Mortgage,Buy House,62827.49
LN-1000719,SMVXI9QX8H,431068.0,Long Term,2699083.0,5 years,Home Mortgage,Home Improvements,4161.0
LN-1000720,8MP76IPJO8,656634.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,40433.71
LN-1000721,F77W6W7HM6,390324.0,Short Term,,6 years,Home Mortgage,Business Loan,20080.34
LN-1000722,W61CFPWUWL,99999999.0,Short Term,5806362.0,9 years,Rent,Business Loan,28306.01
LN-1000723,VPYBMT2RQV,209682.0,Short Term,829977.0,10+ years,Home Mortgage,Debt Consolidation,22893.67
LN-1000724,RCVXLL6GV9,560406.0,ST,,< 1 year,Rent,Buy House,17709.71
LN-1000725,K95K4PUDYI,224598.0,Short Term,717687.0,8 years,Rent,Debt Consolidation,10346.83
LN-1000726,HK22HKPGYB,257928.0,Short Term,1522166.0,10+ years,Home Mortgage,Debt Consolidation,18773.33
LN-1000727,I2CHYYTFRD,351406.0,Short Term,948385.0,4 years,Rent,Debt Consolidation,26317.66
LN-1000728,4TEAMCHSU4,66220.0,Short Term,1182009.0,5 years,Home Mortgage,Home Improvements,12016.93
LN-1000729,9H105H18K0,291214.0,Short Term,,1 year,Rent,Debt Consolidation,11369.03
LN-1000730,C1ZIRXHY72,202466.0,Short Term,1068617.0,5 years,Rent,Debt Consolidation,18745.21
LN-1000731,BKMTXYVB36,509608.0,Short Term,,4 years,Own Home,Debt Consolidation,23631.44
LN-1000732,3QA9MXRVNE,67122.0,Short Term,1325687.0,3 years,Home Mortgage,Home Improvements,12704.54
LN-1000733,GWHZTN1OZ3,,,,,,,
LN-1000734,FXPWCNWNIQ,21604.0,Short Term,,3 years,Own Home,Educational Expenses,113.62
LN-1000735,YDS5XC3E0C,304986.0,Long Term,1542724.0,5 years,Rent,Medical Bills,28540.47
LN-1000736,Z0LN0D46U4,207702.0,Short Term,1121076.0,2 years,Rent,Debt Consolidation,21487.29
LN-1000737,GSWPJSTJEF,297198.0,Long Term,754908.0,6 years,Rent,Debt Consolidation,9436.35
LN-1000738,KBF6PC0AN5,107338.0,Short Term,1004207.0,< 1 year,Home Mortgage,Debt Consolidation,9456.3
LN-1000739,RVHPSEWHXE,216084.0,Short Term,,8 years,Own Home,Debt Consolidation,8040.04
LN-1000740,1MI3WALU4H,109472.0,Short Term,850896.0,10+ years,Rent,Debt Consolidation,12621.7
LN-1000741,3G9BQWXW9T,675906.0,Short Term,1478808.0,10+ years,Home Mortgage,Debt Consolidation,16143.73
LN-1000742,BRXPY4FY8W,65516.0,Short Term,848844.0,2 years,Home Mortgage,other,6281.4
LN-1000743,UTTZF63RH1,183304.0,Long Term,,5 years,Rent,Debt Consolidation,13150.85
LN-1000744,DVLMUBJFKF,610632.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,49723.57
LN-1000745,3MZIWZH7JW,532950.0,Long Term,1171616.0,2 years,Home Mortgage,Debt Consolidation,23920.62
LN-1000746,RXGZ3J6KK2,227040.0,Long Term,1345694.0,7 years,Rent,Debt Consolidation,26465.29
LN-1000747,W3HDT73X38,92708.0,Short Term,439470.0,,Home Mortgage,Debt Consolidation,12085.71
LN-1000748,UWQCS8UU8R,131560.0,Short Term,1041447.0,5 years,Rent,Debt Consolidation,8236.12
LN-1000749,NAFYWSL4BP,99999999.0,Long Term,4594542.0,1 year,Home Mortgage,Business Loan,35760.85
LN-1000750,PA5HFLMINP,77242.0,Short Term,,1 year,Rent,Debt Consolidation,3409.36
LN-1000751,JA39GJXF8F,305316.0,Long Term,973674.0,9 years,Home Mortgage,Debt Consolidation,14280.78
LN-1000752,0MEQNQF2LC,295504.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,14119.09
LN-1000753,3CYR4GMM0Z,771694.0,Long Term,1523344.0,9 years,Home Mortgage,Debt Consolidation,8975.03
LN-1000754,HWPNT117OG,351186.0,Long Term,946903.0,10+ years,Home Mortgage,Debt Consolidation,6525.74
LN-1000755,G1ACG6QDF6,333828.0,Short Term,788044.0,2 years,Rent,Debt Consolidation,13856.32
LN-1000756,S2ITW5T8QV,173624.0,Short Term,524818.0,4 years,Home Mortgage,Debt Consolidation,2847.15
LN-1000757,XC7Y2HT981,99999999.0,Short Term,1688625.0,< 1 year,Rent,Home Improvements,15056.93
LN-1000758,FSB47CA4YC,390962.0,Short Term,2063457.0,10+ years,Home Mortgage,Debt Consolidation,28716.41
LN-1000759,VBIIFBVSUO,99999999.0,Short Term,2642976.0,10+ years,Home Mortgage,Debt Consolidation,28632.24
LN-1000760,ZOQ07ZERIV,109120.0,L,848084.0,2 years,Home Mortgage,Debt Consolidation,20353.75
